"","G45068","G45227","G45123","G45117","G45099","G45071","G45226","G45250","G45108","G45057","G45075","G45092"
"43305",921,1745,2010,293,737,775,4065,4305,1127,525,1017,1233
"185008",992,1522,1815,242,550,709,4129,5205,1283,350,1092,1007
"185007",1366,2779,4169,335,657,1234,5948,11473,2867,552,1748,2029
"617123",797,1149,1117,250,1512,912,2878,2666,811,372,698,851
"2497860",133,350,401,118,171,175,849,673,190,132,230,199
"29360",169,144,279,28,61,106,431,244,130,80,91,53
"1679721",344,853,742,142,344,530,2282,1235,360,205,470,485
"28446",361,405,521,113,389,363,1190,560,226,167,324,369
"1297617",32110,17053,23960,8845,124271,8388,12513,9522,25961,13721,6568,28432
"2086584",5576,25482,10615,3553,12877,6235,35856,16729,5004,3514,11448,21587
"2610895",5326,11944,14599,6813,24002,4393,2664,7025,5005,1487,1942,3625
"2507160",217,316,276,236,252,356,572,856,203,146,224,222
"2697030",141,260,243,43,162,136,801,276,118,95,122,185
"433296",149,218,214,63,241,109,451,174,168,68,110,97
"114527",105,515,112,13,114,72,358,272,92,66,75,139
"86332",185,172,139,42,134,186,351,261,70,46,91,54
"1981510",1409,1032,8083,130,1627,501,695,1176,522,154,457,602
"73919",105,61,47,27,107,31,25,41,36,7,24,32
"2546351",64,41,39,9,86,14,9,20,78,1,4,4
"2293838",96,56,36,23,44,10,2,17,26,1,24,4
"178899",48,108,64,14,56,29,159,67,57,8,41,70
"2093857",35676,80679,26159,10138,435089,36949,8132,19428,33683,7975,8124,59940
"2109687",18626,166454,34842,7802,534693,27685,3959,13494,26893,4254,9731,52948
"2763056",13176,9693,8213,5606,23371,3100,4804,4134,5996,1812,2276,7434
"351091",2976,2375,1184,1362,3218,750,443,1230,1797,128,761,658
"1496",18765,23808,24020,7482,18475,15820,34680,46180,14984,9716,10412,14645
"2724150",220,990,632,220,181,256,230,282,181,111,169,108
"1115758",512,3742,1352,461,1009,1501,832,2159,633,61,785,202
"1507512",138,641,409,129,146,156,128,216,120,52,107,67
"89152",178,611,328,106,150,185,298,185,119,83,130,101
"143361",99,174,130,28,95,116,289,237,76,62,149,109
"1505",119,368,250,127,89,136,175,148,86,40,64,43
"1490",88,356,179,63,75,89,191,113,78,23,92,56
"1731",137,102,135,44,94,128,139,413,90,19,85,72
"1511",55,91,89,22,52,27,82,101,56,7,37,31
"1042156",2788,4080,3152,733,1114,1887,6499,6661,2790,742,1935,1834
"755731",93,182,214,36,147,147,553,370,116,79,164,129
"641107",147,251,233,82,133,199,524,444,155,68,148,88
"2320868",222,154,277,60,146,182,468,259,117,53,83,82
"2507159",87,170,219,24,91,117,323,380,108,53,81,96
"2483110",55,143,87,37,68,68,281,99,66,28,70,71
"2212991",55,86,99,23,42,72,285,165,59,25,60,82
"2779445",34,62,31,7,36,14,66,54,35,3,27,34
"1702238",173,68,74,27,102,193,87,130,46,10,39,18
"1502",592,3886,1899,919,829,1274,3436,851,422,385,333,324
"1491",718,1062,981,367,861,1172,2121,852,682,202,514,440
"169679",108,291,192,109,152,207,422,130,80,141,132,140
"1492",302,498,574,440,387,560,905,789,278,135,260,135
"1520",265,748,512,186,475,758,1429,584,278,225,192,191
"1501",176,362,350,136,133,207,701,311,179,99,212,176
"1216932",120,170,268,40,120,249,513,144,118,82,122,81
"1716543",134,183,184,38,175,228,735,271,131,82,107,121
"1534",118,240,208,45,158,166,385,209,93,69,75,83
"36745",127,337,289,99,249,277,613,340,122,63,130,101
"29341",119,268,152,41,114,141,242,205,106,58,83,57
"46867",98,152,352,31,152,364,548,469,61,57,149,134
"1493",91,163,150,57,133,178,367,243,98,51,98,75
"1513",107,192,180,62,63,107,123,307,155,50,64,74
"1561",162,200,295,75,230,407,534,208,123,48,96,73
"1542",171,256,220,40,123,268,412,429,179,63,145,123
"394958",85,107,170,56,122,190,333,290,83,39,90,35
"1488",80,106,113,26,68,108,237,99,45,34,63,36
"84022",54,78,81,23,84,72,290,160,91,34,43,23
"217159",70,148,119,42,68,93,306,192,103,35,70,78
"1497",52,70,73,25,49,83,218,153,69,32,78,73
"1504",113,207,312,34,195,370,322,122,58,26,74,40
"332101",55,119,71,23,86,91,204,80,75,42,39,37
"36845",116,173,175,55,115,199,241,115,88,24,54,60
"1519",71,98,109,41,96,99,244,117,43,23,75,33
"238834",69,122,173,23,55,84,288,142,77,19,82,61
"2068654",59,84,80,22,70,67,159,85,45,18,52,42
"182773",92,229,270,36,149,252,261,162,41,17,67,61
"1548",86,50,104,44,51,87,178,173,68,25,26,24
"1494",42,44,64,15,87,54,111,32,28,12,30,16
"223919",58,166,78,22,36,260,91,87,57,120,23,116
"84023",76,73,539,89,23,0,311,173,103,8,111,15
"154046",2413,3595,2545,1706,3769,5763,4328,3033,1877,1679,1598,1977
"1424294",148,232,197,64,116,183,366,318,87,94,113,84
"461876",47,131,96,20,81,54,216,136,54,34,40,66
"208226",67,159,93,30,37,38,173,118,69,20,46,115
"1498",64,127,75,20,101,109,260,83,38,45,71,27
"2599308",89,112,136,17,73,86,194,113,94,34,60,92
"2576307",101,86,112,15,77,89,214,122,88,22,60,74
"1041504",29,87,63,10,20,23,53,124,66,20,27,16
"116090",47,60,55,20,47,36,121,103,39,12,50,37
"2764325",4677,4938,5061,2770,2291,7158,5476,11875,2412,2327,3550,3203
"29322",1091,3008,1933,473,1023,1738,4299,3939,1090,749,1126,1418
"1736",1500,2731,1245,482,2848,2181,2282,2081,2392,621,1210,997
"53442",575,606,1039,483,821,906,1582,965,707,448,209,555
"2041044",1492,1494,2498,1726,1893,1136,1526,3147,3187,213,944,475
"33952",72,163,84,60,71,69,228,154,63,41,64,90
"2184575",75,214,105,38,107,87,148,200,70,13,81,79
"2109689",867,4056,1947,128,790,436,263,516,1224,613,1108,134
"49338",129,158,394,63,306,215,330,343,89,69,130,96
"36854",85,66,42,20,49,28,104,36,37,21,33,19
"142877",51,76,48,13,32,41,115,46,31,18,27,45
"233055",52,83,67,18,61,46,73,51,36,12,33,30
"1131462",125,246,198,40,179,164,144,116,75,74,92,99
"1147129",32,8,8,0,2,4,30,14,0,7,19,0
"55583",207,251,174,71,216,111,328,262,149,36,43,117
"1563",48,142,64,30,76,68,214,111,33,38,31,51
"339862",72,122,45,20,122,61,183,89,40,27,34,23
"885581",68,116,73,7,47,46,143,118,59,21,45,58
"79209",68,52,76,6,42,27,104,158,47,14,68,45
"59610",45,92,78,29,80,62,101,99,44,31,34,39
"1564",83,107,106,45,134,58,159,74,91,22,63,66
"1565",99,40,27,18,45,31,72,59,38,16,33,13
"1833852",39,62,76,9,54,37,134,56,23,14,23,35
"51515",146,169,218,49,239,260,156,195,112,58,115,76
"102134",113,198,175,67,59,49,206,277,107,26,94,57
"863643",51,64,60,15,65,63,175,63,20,25,55,28
"51197",97,151,206,32,139,78,100,173,54,23,89,66
"1712410",53,75,41,27,51,46,124,102,51,19,22,30
"58138",38,88,55,13,62,42,294,59,37,17,25,55
"471827",58,50,33,4,31,14,9,40,49,5,32,11
"288965",118,205,201,41,129,173,528,378,166,58,117,172
"1515",154,189,212,55,101,162,370,301,121,45,113,74
"1677857",73,125,100,17,106,144,233,178,77,28,61,75
"2488810",162,195,259,58,139,191,460,440,159,43,149,120
"1521",121,129,199,20,232,216,560,483,217,33,114,60
"84032",171,195,191,40,164,173,457,387,127,64,71,78
"884684",367,345,386,27,150,145,154,654,234,61,151,107
"1510",207,177,182,79,158,182,254,246,100,55,131,111
"236753",73,41,38,14,48,97,1100,71,37,33,73,59
"626937",3096,1931,1323,255,3152,2961,7128,5450,2094,198,801,2495
"2086585",2151,2303,1128,333,1287,734,1900,1110,1181,162,117,835
"2173034",122,214,219,54,212,193,1179,316,102,135,180,127
"863",29,111,33,14,32,18,42,40,11,30,18,15
"2293317",14,24,28,15,22,23,33,29,20,17,21,9
"86170",26,34,46,9,33,18,7,28,9,5,6,1
"356322",36,55,57,12,35,24,77,58,59,19,37,46
"35701",172,93,140,38,116,97,89,96,118,7,40,36
"2734",164,84,49,49,136,66,56,61,102,2,28,22
"1550240",49,113,64,22,51,67,120,95,41,50,50,62
"1517",142,150,136,24,90,86,320,399,101,36,93,69
"47490",25,68,30,8,34,31,207,80,17,16,21,28
"29329",35,24,54,9,41,41,132,155,35,15,29,16
"717609",43,35,52,17,48,63,159,59,28,36,19,44
"55205",24,25,23,4,51,25,57,41,12,11,14,10
"52766",0,19,3,0,17,19,173,3,10,20,32,12
"44001",18,34,58,7,23,14,250,118,32,8,20,34
"413889",6,30,49,3,44,42,134,69,23,5,16,20
"413888",43,12,18,1,23,30,33,35,11,5,19,15
"31899",22,12,24,1,7,12,4,155,51,4,13,9
"1222016",43,36,63,55,30,24,72,133,21,2,33,23
"52765",68,32,7,7,13,18,25,10,13,2,27,24
"2325",67,36,58,9,40,17,225,77,38,7,35,28
"46354",11,136,41,14,0,13,3,86,24,11,11,19
"583357",5,13,8,10,8,24,97,20,23,3,11,6
"108150",35,22,30,0,7,7,40,64,7,3,37,17
"106578",11,27,26,7,27,37,13,8,8,8,0,28
"911092",52,31,54,20,38,19,57,63,16,12,21,9
"1525",51,67,44,22,105,46,67,69,73,11,14,20
"55779",83,52,37,13,62,29,48,39,30,1,23,21
"85874",60,66,41,15,39,56,81,66,21,10,16,14
"161154",12,35,31,9,19,33,19,34,16,10,12,15
"129958",32,14,23,10,22,10,16,41,22,3,22,10
"252966",80,66,107,21,93,81,211,115,68,25,53,62
"1794699",3,6,4,26,9,12,10,11,9,5,8,4
"184064",2,4,10,1,7,3,2,6,2,1,3,1
"2382161",25,100,122,33,52,58,149,132,32,69,70,54
"2331",35,50,71,13,60,37,211,35,26,12,34,33
"656519",23,48,21,20,27,19,38,46,24,10,13,27
"31909",23,32,50,7,35,22,165,31,16,14,29,49
"1323375",44,48,44,18,57,55,159,115,29,31,68,27
"28187",28,48,41,13,34,43,168,54,36,13,24,24
"42422",14,27,11,21,23,9,90,31,26,11,14,13
"499229",57,77,50,16,48,44,127,109,68,32,56,43
"2316383",58,69,52,23,48,43,158,77,42,17,34,24
"291990",48,32,34,16,47,8,40,21,37,2,14,19
"375929",11,26,15,4,19,14,33,50,13,3,15,6
"29382",314,2044,441,559,556,232,1659,158,185,38045,216,262
"1286",36,26,74,35,43,41,134,33,39,3443,50,38
"283734",258,195,233,153,303,181,384,251,161,89,254,157
"1280",375,234,260,260,131,242,743,375,262,413,460,150
"214473",13,28,38,4,19,15,47,19,10,25,15,28
"1288",21,23,45,10,20,22,54,19,12,22,14,23
"1283",24,21,27,47,21,13,59,19,30,17,15,28
"1282",29,27,35,26,28,16,84,84,12,17,27,23
"70255",11,21,15,3,18,18,40,11,8,12,15,22
"1284",12,37,17,3,5,9,15,9,7,12,9,26
"2583989",4,22,13,3,16,24,50,22,11,5,12,15
"2044912",3,5,4,1,5,3,10,20,19,5,14,4
"1912064",2,4,7,1,7,7,3,43,9,1,2,0
"308354",5,28,18,5,21,23,21,52,13,11,15,18
"45972",28,20,24,1,23,15,67,31,18,11,10,10
"28035",18,27,14,7,35,8,11,10,11,11,8,5
"150056",13,11,6,0,23,21,8,24,12,11,10,3
"1296",11,49,59,8,13,6,22,97,39,10,11,12
"61015",1,16,16,4,7,16,32,54,17,9,9,13
"985762",2,18,17,0,9,6,52,16,20,8,10,14
"246432",0,14,18,1,13,9,97,21,7,20,4,0
"1290",27,32,49,17,18,15,152,90,19,7,45,9
"29380",18,29,22,23,13,5,42,18,5,7,9,2
"46127",13,20,11,3,14,5,47,14,8,6,18,4
"29388",29,14,26,2,21,24,26,15,10,6,5,9
"1295",15,22,14,7,16,23,12,21,9,5,7,7
"1294",2,28,15,1,8,1,72,7,12,5,7,5
"1281",14,14,9,4,12,8,54,24,9,5,18,24
"71237",6,10,21,2,8,10,12,24,18,4,21,0
"29379",22,11,14,2,0,4,6,18,4,3,5,3
"29378",28,13,10,1,7,7,11,23,13,3,11,3
"29384",6,14,10,16,8,1,8,10,2,3,10,4
"643214",17,27,8,2,13,16,69,49,12,3,8,9
"53344",7,16,3,2,5,18,6,11,6,2,5,1
"42858",14,20,33,1,11,12,36,8,8,2,49,6
"29385",9,19,22,4,9,13,65,16,7,2,12,4
"155085",12,9,19,1,2,9,8,5,9,2,9,4
"170573",20,9,54,9,9,4,84,35,19,2,16,15
"1292",6,12,26,3,5,11,41,110,40,2,13,10
"46126",7,20,12,3,7,8,9,17,10,2,23,2
"1654388",7,7,5,1,3,4,5,30,9,1,5,7
"69966",16,20,21,3,16,18,189,48,16,20,36,10
"1855823",37,58,42,12,21,23,134,31,14,13,31,44
"1898474",33,20,30,0,13,13,55,34,11,6,17,8
"407035",47,44,28,5,23,16,67,74,27,22,26,29
"1461582",27,25,18,80,24,25,36,26,17,14,22,8
"1849491",12,14,33,0,11,5,13,7,9,4,10,1
"2565926",66,101,68,22,49,38,169,75,49,58,64,50
"2762320",120,81,126,26,78,91,156,302,133,45,84,51
"2777983",52,226,98,21,57,75,150,88,44,45,56,71
"1536770",31,151,68,17,45,53,95,78,33,47,57,37
"1906272",55,86,71,29,49,56,84,67,31,35,35,45
"2023772",169,74,75,20,57,74,43,53,69,29,28,36
"2211212",50,126,70,7,24,36,129,139,51,29,61,76
"1695218",105,128,101,16,50,73,75,100,95,23,72,63
"1870819",42,102,75,20,66,43,144,135,66,23,46,40
"1566358",27,34,53,10,62,59,105,103,34,23,26,17
"1536773",103,182,111,20,44,51,201,126,56,22,59,130
"1536772",80,57,87,41,60,56,41,71,49,20,32,41
"2607911",25,73,47,9,24,46,69,70,22,21,33,37
"2741301",100,79,110,17,125,58,121,50,52,17,52,37
"1536774",85,85,112,37,93,124,221,89,50,15,107,26
"2748863",36,97,108,5,56,68,288,139,64,16,71,62
"1536775",52,75,97,16,32,51,143,73,40,15,53,50
"1536771",128,149,171,41,110,91,91,98,72,17,90,68
"324057",123,102,78,23,56,55,90,57,51,8,35,35
"2726185",160,62,87,22,80,30,32,61,96,7,43,32
"1536769",94,117,100,66,54,38,79,145,58,10,56,33
"481743",79,116,48,0,42,47,147,55,62,21,39,78
"1532905",62,99,59,14,31,48,77,242,55,5,24,20
"2777984",48,27,178,31,58,48,56,41,47,21,9,3
"2660554",163,99,96,16,49,54,34,77,76,3,25,28
"867076",66,49,28,8,31,28,167,71,45,2,33,25
"1980674",40,129,174,28,0,27,49,7,23,7,67,154
"2069255",33,16,0,0,22,0,0,0,30,10,0,0
"2487928",31,15,44,0,10,0,78,0,28,9,28,0
"1406",528,696,611,148,399,608,1138,547,335,229,183,348
"1616788",52,126,141,27,85,88,216,138,44,66,135,60
"189426",78,133,98,21,74,58,111,111,55,51,43,63
"528191",34,61,19,10,34,35,369,74,26,41,61,24
"483937",59,131,86,26,69,62,96,96,52,31,46,42
"1473112",62,74,68,20,70,85,284,68,50,28,83,27
"1712516",31,37,66,29,28,34,145,134,33,27,42,17
"375489",50,55,78,11,57,57,140,71,68,26,30,18
"2707005",38,77,85,12,51,52,88,146,43,27,42,36
"414771",122,242,217,65,90,84,147,182,90,22,78,129
"253703",35,56,53,5,33,41,157,97,28,23,40,27
"248903",70,89,116,14,23,61,238,118,50,23,65,81
"61624",188,196,134,33,132,152,126,116,108,22,91,76
"44251",156,99,110,35,60,157,86,147,73,22,70,39
"162209",138,70,74,46,60,68,86,101,67,20,73,33
"1338368",137,136,86,25,37,64,132,141,23,18,22,67
"1464",4229,3010,4991,256,3153,2678,28149,12699,4466,940,4272,6314
"160799",80,135,79,39,69,76,111,113,42,20,57,17
"49283",83,111,82,18,86,64,122,62,60,17,31,47
"169760",125,124,81,21,129,59,84,122,67,17,74,21
"2704463",119,120,76,14,55,91,47,66,76,17,35,36
"1401",116,143,67,10,64,76,118,87,32,27,32,37
"2509456",143,100,87,20,96,63,101,103,32,16,49,38
"172713",51,87,29,3,32,19,85,57,31,16,28,25
"562959",104,144,130,21,45,64,59,93,50,15,34,55
"682956",50,64,82,8,46,66,111,116,43,18,39,44
"159743",23,81,22,7,33,43,149,42,17,16,16,27
"2495582",55,31,94,14,32,43,80,47,37,13,15,20
"1778678",37,65,66,15,64,20,144,36,9,13,48,42
"1763538",18,74,34,5,27,30,78,65,40,13,24,33
"44250",32,79,70,9,23,57,77,68,25,13,50,61
"198119",70,138,105,40,49,55,114,117,82,13,82,52
"2704462",133,87,52,16,56,75,25,68,62,12,22,34
"79263",61,105,107,17,47,48,41,180,87,12,71,39
"1870820",77,69,69,31,39,41,69,68,56,11,37,34
"1462996",176,87,84,21,42,59,91,80,57,12,37,41
"365617",126,77,44,12,24,70,41,78,38,11,19,15
"189425",113,88,63,19,36,27,137,79,43,11,28,15
"1126833",118,60,68,15,58,63,122,123,99,10,42,55
"1178515",34,41,24,7,37,57,103,30,14,9,11,18
"1619311",96,151,143,26,41,76,131,123,86,6,38,50
"59893",23,51,73,37,0,26,180,94,13,8,0,8
"128574",41,44,33,5,21,17,71,177,21,2,20,15
"2496837",64,47,77,11,26,16,23,41,59,13,23,42
"2778370",14,71,66,9,22,59,90,52,8,13,44,43
"1465",111,187,127,30,134,69,150,274,99,61,76,72
"1393",83,129,120,18,80,104,210,178,104,21,76,73
"51101",61,77,58,16,66,52,103,51,51,14,16,14
"54913",25,15,20,23,8,20,21,34,24,3,12,16
"2507935",45,56,35,5,37,38,85,55,28,46,22,48
"2728023",65,85,61,13,64,81,66,77,47,16,15,22
"2598458",62,70,60,9,46,15,61,40,42,7,29,14
"2674991",111,45,83,16,32,49,34,32,48,8,27,37
"1500254",39,112,63,4,59,81,233,107,48,31,34,40
"1450761",30,76,23,20,41,67,113,58,40,21,63,19
"2583377",206,124,123,24,55,47,111,77,89,7,31,21
"377615",261,64,115,20,82,75,56,69,104,4,23,31
"1396",244,587,312,142,355,407,918,698,404,350,469,262
"1428",635,188,295,101,235,150,742,372,122,166,119,224
"64104",21,85,65,13,32,30,102,52,25,17,26,39
"1405",22,39,31,11,23,27,70,23,19,16,19,13
"2026186",0,28,17,1,3,44,13,22,11,35,15,0
"580165",46,107,73,5,15,14,132,43,8,12,37,68
"2026191",14,17,24,1,14,14,150,18,16,10,11,8
"1890302",6,20,2,3,4,15,1,15,7,2,8,3
"1392",9,182,277,65,141,10,575,277,6,3,132,5
"2026190",0,7,0,1,1,0,0,6,0,1,0,0
"486398",31,60,78,10,41,41,156,32,60,40,45,47
"2567941",23,81,33,39,42,62,211,62,28,28,52,57
"1071078",50,118,59,10,41,85,96,65,25,24,40,36
"1071080",73,51,53,14,37,60,92,74,25,22,20,53
"1705566",46,93,73,4,30,41,183,78,50,19,40,56
"2014076",27,98,69,16,56,72,358,85,41,17,64,49
"2709784",38,86,34,12,21,32,110,52,33,17,23,34
"666686",44,19,50,12,33,40,108,36,15,16,43,25
"2589818",25,45,42,17,39,30,164,47,22,20,23,33
"2682541",18,71,48,14,23,43,76,77,13,19,32,7
"352858",42,42,47,22,37,27,78,84,34,11,21,21
"2760090",52,47,28,9,21,25,149,33,15,11,27,30
"98228",19,66,42,8,29,26,35,37,24,10,25,36
"2587848",16,16,25,5,35,40,98,61,16,8,15,9
"1565991",25,43,38,10,38,39,121,42,31,6,51,14
"2779776",13,39,58,4,21,29,117,26,13,6,34,34
"2683680",0,5,7,5,6,13,110,5,3,7,6,0
"2011012",19,44,32,3,6,12,66,42,8,5,27,6
"2592382",11,52,26,6,5,8,86,17,17,5,31,24
"2728853",12,26,26,4,21,8,29,49,23,4,11,18
"2529386",0,3,1,0,1,3,0,3,0,5,3,0
"2009331",12,7,0,4,6,22,0,19,6,14,0,0
"1581038",28,44,46,4,5,18,34,49,9,2,15,8
"2499213",1,6,7,0,1,1,0,6,0,2,4,1
"2052936",9,0,0,0,0,0,0,0,0,5,0,0
"1390",80,212,50,23,53,87,385,150,81,44,50,28
"492670",159,190,110,29,104,175,250,339,133,34,182,157
"72360",36,39,23,5,10,25,114,36,22,23,15,19
"1423",263,323,156,303,134,119,408,357,110,41,142,268
"72361",28,71,39,8,31,19,146,45,21,13,11,33
"1648923",39,75,33,7,12,21,97,38,19,12,23,29
"119858",17,45,68,7,21,37,57,40,26,9,34,23
"227866",19,37,20,7,9,22,10,32,22,4,4,17
"1452",15,49,40,1,70,17,333,45,8,3,21,23
"1402",3,27,7,1,40,7,12,25,29,5,2,0
"1479",28,45,57,10,30,29,146,52,16,51,50,11
"1408",56,86,81,23,60,91,202,223,102,42,48,51
"1404",101,159,110,46,106,159,493,186,80,41,117,73
"1471",41,35,35,6,24,60,64,75,19,34,28,16
"189381",56,100,106,28,93,67,260,153,60,33,77,68
"1397",44,100,92,11,59,69,248,164,34,28,44,46
"1547283",14,55,41,18,26,32,82,51,22,27,38,40
"1670641",26,78,61,9,30,47,126,63,7,27,23,78
"1398",101,134,90,31,83,95,122,86,88,27,49,59
"324767",78,131,75,23,53,82,215,133,45,25,52,37
"1441095",23,33,32,9,57,42,95,47,13,24,26,30
"1413",28,16,29,7,14,30,151,115,28,21,18,9
"1467",23,61,41,9,24,28,122,47,24,18,20,18
"561879",9,33,6,6,28,27,29,11,31,18,16,39
"1783501",18,51,27,7,40,39,137,57,35,13,13,17
"86664",41,35,34,3,14,22,247,56,18,13,61,13
"1402861",36,43,58,5,17,28,63,55,10,11,21,17
"218284",30,31,47,6,34,46,69,207,49,11,23,34
"1664069",93,53,44,17,54,93,149,108,61,10,34,27
"35841",40,77,67,7,51,68,109,99,37,10,43,40
"293387",19,54,20,3,20,22,57,24,15,7,23,8
"293389",0,0,0,0,0,0,3,0,14,2,2,6
"1925021",12,24,30,8,4,7,4,18,7,9,3,10
"79883",30,62,30,4,20,15,44,66,21,8,33,14
"632773",43,66,65,8,27,34,119,46,27,7,18,14
"2598861",12,32,13,5,19,33,30,29,10,8,10,2
"33932",63,57,13,3,14,9,14,100,13,5,12,4
"1742359",38,39,63,11,33,32,163,100,25,3,28,19
"412384",0,0,0,0,0,0,0,3,0,2,0,0
"2419841",14,36,43,1,62,23,106,66,3,38,21,22
"1911587",21,62,61,17,18,27,42,40,8,28,54,10
"2700081",27,38,53,12,27,40,124,61,25,23,32,24
"403957",6,34,61,9,18,37,82,41,23,17,19,22
"2419842",13,32,28,8,29,24,77,39,18,13,15,13
"163877",11,64,37,8,41,37,126,33,23,17,23,34
"2017483",29,53,40,4,26,29,47,62,12,11,56,36
"1482",31,79,63,56,16,32,75,57,13,8,36,43
"302167",12,35,4,6,6,18,24,18,7,6,11,0
"391290",23,73,10,6,16,28,15,0,20,71,55,16
"1963023",20,31,23,51,49,27,13,53,24,6,19,7
"1963025",12,15,17,7,12,9,6,3,6,3,20,10
"1233873",0,17,10,0,25,7,26,18,0,15,4,0
"471223",12,18,70,13,0,52,311,0,44,15,59,0
"33941",55,100,0,4,46,44,17,30,60,8,13,11
"1921421",29,22,14,1,19,34,27,26,45,4,11,6
"129338",113,107,48,6,33,61,51,63,46,5,30,28
"1422",63,15,13,4,10,7,4,20,16,5,11,6
"213419",19,22,3,13,6,11,18,63,45,5,14,4
"33940",0,18,73,0,26,14,0,21,9,4,19,71
"2070463",55,77,22,9,32,36,71,39,19,17,16,25
"2169540",26,28,52,4,15,34,56,133,40,7,29,24
"2072025",34,19,16,9,9,4,29,13,15,3,12,26
"2086577",26,29,44,2,18,23,30,125,33,16,16,14
"1421",37,81,69,9,40,59,97,166,64,32,74,50
"28031",34,69,24,5,34,20,29,55,34,16,45,53
"79885",16,38,37,5,8,9,48,140,33,22,13,34
"86665",19,51,43,4,34,70,68,41,25,14,22,13
"199441",24,31,29,10,22,8,47,18,13,10,31,13
"79880",43,39,45,14,36,30,56,42,36,8,27,20
"300825",5,50,51,16,14,18,44,61,15,5,26,15
"1636720",23,68,0,0,36,22,133,100,0,19,19,17
"294699",9,22,13,9,14,14,21,80,11,11,14,11
"33934",32,116,60,13,56,73,253,91,60,24,102,61
"247480",18,17,35,0,12,10,161,15,8,2,23,14
"1193713",71,92,83,7,66,57,299,98,34,37,34,55
"1215031",50,32,16,5,33,36,59,45,12,15,28,6
"129985",32,72,59,19,40,44,239,110,55,35,34,43
"279826",49,76,37,15,38,36,192,141,55,10,44,21
"264697",11,38,42,5,30,49,75,63,19,12,23,17
"1478",26,80,38,6,37,28,143,42,35,16,38,65
"228899",29,43,27,7,20,38,63,62,29,9,35,18
"421767",23,64,31,6,19,19,34,30,11,5,21,42
"665099",59,108,102,19,56,79,286,165,64,32,47,85
"859143",11,40,35,10,15,10,64,87,30,3,17,23
"1426",21,100,63,24,92,45,192,162,79,34,30,132
"1295642",13,16,14,5,15,5,16,31,26,1,8,8
"402384",19,65,44,4,28,41,141,55,14,16,54,10
"1570",9,41,24,10,37,16,88,36,19,12,21,14
"45668",34,48,35,8,16,12,35,79,27,4,29,19
"2651284",24,97,84,11,23,47,90,69,21,31,44,32
"1532552",8,55,52,27,29,39,106,33,27,24,18,23
"152268",38,75,73,23,20,19,114,52,32,18,44,23
"2745198",23,89,51,21,22,17,64,53,31,4,23,12
"2052660",25,31,52,3,20,29,86,72,24,7,25,35
"746691",26,28,9,4,31,42,46,52,18,6,12,13
"182710",30,56,48,17,43,42,127,77,30,5,48,46
"33936",26,82,39,11,30,31,30,74,19,17,36,21
"1221500",57,56,41,7,20,31,67,84,14,10,28,22
"255247",47,50,45,7,23,27,146,66,50,6,24,37
"2213194",12,62,39,8,25,27,45,46,18,16,15,29
"2502791",37,49,22,26,20,23,45,32,12,12,27,1
"2099786",15,25,48,1,18,37,45,29,33,2,25,9
"1472767",20,22,30,6,37,28,99,39,17,10,12,13
"2518176",77,58,32,15,10,22,131,84,30,4,45,32
"1449",10,44,36,5,27,13,51,26,18,11,11,40
"2663022",25,46,35,2,14,30,44,28,22,10,20,12
"2692425",27,75,91,8,26,41,138,76,25,9,38,59
"386490",28,41,54,9,28,26,22,83,25,8,16,31
"1230341",25,66,64,13,14,37,56,62,26,7,51,38
"2594883",25,25,37,16,3,15,44,24,15,6,23,20
"2283160",15,37,42,7,15,12,155,46,17,4,18,27
"1526927",27,18,23,24,19,25,108,25,14,19,16,15
"2213202",54,57,25,7,46,44,100,49,49,17,18,34
"2058136",31,16,29,7,12,39,51,36,28,1,23,9
"1038856",43,28,15,6,13,21,6,32,15,12,8,24
"1302659",11,36,7,2,18,12,79,48,5,11,23,11
"414778",20,12,29,10,8,5,55,99,35,8,42,15
"192421",11,55,13,5,28,42,68,41,16,8,7,12
"161360",32,22,30,7,15,18,123,45,21,4,12,7
"1215089",31,23,22,1,14,18,63,98,24,3,17,18
"1176255",10,19,19,3,10,18,80,26,18,3,25,21
"1374",8,16,40,0,6,0,90,39,15,7,22,23
"1598147",4,33,7,0,6,0,8,30,5,5,2,4
"2762563",38,61,60,6,23,37,116,41,42,28,10,28
"1930546",20,64,42,12,14,0,61,47,34,9,21,6
"2283194",19,20,31,5,32,21,89,33,22,1,22,15
"1930764",33,43,0,0,15,35,17,0,5,1,15,22
"1571",71,169,156,28,61,69,157,137,70,38,55,66
"1474",6,27,10,6,9,16,104,25,18,10,24,10
"298596",13,27,11,0,11,3,11,22,7,3,10,6
"1508404",44,44,52,16,52,87,283,157,54,37,57,37
"51173",33,82,44,7,29,58,118,63,35,36,69,27
"76853",32,112,77,18,41,40,289,137,64,25,44,75
